order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_month,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_sequential,payment_type,payment_installments,payment_value
b10b4554ed368e8a148a07f34f78097b,d5f31990b4f54682ef990f6d69a82453,delivered,2018-01-03 12:37:55,2018-01-03 12:47:16,2018-01-08 20:20:18,2018-02-01 14:29:58,2018-02-06,2018-01,c55ea97ec1bc3189c626f1c462d187a2,60310,fortaleza,CE,1,9a2e821cfc513051382e27606ab3325c,3d871de0142ce09b7081e2b9d1733cb1,2018-01-09 12:47:16,79.0,28.95,papelaria,58.0,205.0,2.0,6000.0,60.0,20.0,29.0,1,credit_card,1,107.95
1272198ea0829564b49fe8bb6ad3ea27,2d2ad21a86347b86b40390702d660410,delivered,2017-07-29 15:38:47,2017-07-29 15:50:20,2017-08-04 20:03:59,2017-08-07 18:56:00,2017-08-25,2017-07,5036f4227f2e546879f581d8fd3e6ec6,15150,monte aprazivel,SP,2,c32788bc915b1ce4316822a1b7c4ec91,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-08-03 15:50:20,47.99,21.36,utilidades_domesticas,58.0,285.0,2.0,2000.0,28.0,60.0,28.0,2,voucher,1,31.1
f594ab1eab2b9d5a646c989c1bc5eb3e,d0836b848a9c6d8fe285a19b028df814,delivered,2017-09-03 21:38:55,2017-09-03 21:50:15,2017-09-04 19:52:19,2017-09-12 21:35:51,2017-09-27,2017-09,f45669f4fe48c48b6d5065322ac387be,25266,duque de caxias,RJ,1,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2017-09-10 21:50:15,169.9,15.94,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0,1,credit_card,5,185.84
26b6a281b9bf31419ec8afa0e1deabca,398feac9dc3771f978377f0bfeedd600,delivered,2018-03-16 16:45:35,2018-03-16 17:09:24,2018-03-19 23:21:40,2018-03-29 18:47:07,2018-04-04,2018-03,62dbc03a49fb98335ccc46cf7e32624c,14020,ribeirao preto,SP,1,6debe62ce3828652a75c52d11bb012e7,f262cbc1c910c83959f849465454ddd3,2018-03-22 17:09:24,19.99,12.79,informatica_acessorios,26.0,671.0,1.0,150.0,19.0,5.0,13.0,1,credit_card,1,32.78
af3afcbdb956d1e158a0cb3ebd336d84,0d3de1ee03eac4a173c6fb49f396ecf3,delivered,2018-04-22 14:40:52,2018-04-24 19:18:09,2018-04-23 18:33:37,2018-04-30 22:52:31,2018-05-18,2018-04,69ac4dee02a9a4a925d3dfc7d5536d03,70650,brasilia,DF,1,d87815e398ce1204e5981c427c03291f,10076e5788b8ee532724bcd460baf762,2018-04-26 15:31:44,51.2,18.24,bebes,55.0,871.0,2.0,200.0,20.0,6.0,15.0,1,credit_card,1,69.44
38ee0413fc5a49c0c2eab6864776bf2b,6093facc8a1c13bd8499e221125e9d59,delivered,2017-06-13 12:22:32,2017-06-13 12:35:54,2017-06-13 15:42:07,2017-06-22 15:27:10,2017-07-11,2017-06,c243634b2e46f710549f7bfe8522990f,92410,canoas,RS,1,5a11bc271d03e7a31cdd33d1d8580456,ccc4bbb5f32a6ab2b7066a4130f114e3,2017-06-22 12:35:54,309.0,16.92,esporte_lazer,63.0,1026.0,3.0,600.0,38.0,12.0,25.0,1,credit_card,6,325.92
438f8c9a0abdfdd3401b52e89084c612,9f5d8c4f6c4ca201d03d3a9d50704f9a,delivered,2017-02-13 18:50:16,2017-02-13 19:03:08,2017-02-20 07:32:24,2017-03-02 15:38:06,2017-03-17,2017-02,7ae0e594289824e46584dbdd1aec993d,39900,almenara,MG,1,508d5e8ce8e79bb506f9f0c096b295c4,a7f13822ceb966b076af67121f87b063,2017-02-20 17:50:16,86.96,26.11,moveis_escritorio,19.0,930.0,1.0,12775.0,37.0,65.0,36.0,1,credit_card,8,339.21
a7982d7c8e5f1fde0c06a1e958487a19,5f2722a842f2c4139075f98f810e0cd5,delivered,2017-12-05 11:54:47,2017-12-05 12:08:49,2017-12-05 23:13:31,2017-12-13 20:49:05,2017-12-28,2017-12,5f2e12d6276bcd42023882803d427ac8,17047,bauru,SP,1,3bf95cf337a8c87435a2949c48350fc7,e9779976487b77c6d4ac45f75ec7afe9,2017-12-11 12:08:49,91.49,13.66,beleza_saude,59.0,1538.0,1.0,2017.0,28.0,30.0,27.0,1,credit_card,3,105.15
c383ab7c64e3ee1503e3574b22e37dab,0ecec081acf716b8ae4ee28348f7b04a,delivered,2017-01-28 23:09:31,2017-01-31 04:34:49,2017-01-31 11:30:09,2017-02-20 09:21:31,2017-03-10,2017-01,dbd646e11d140ae5452828dd2eb2c6e9,50740,recife,PE,1,591afedd45ae097827bf674a8491ea21,debe6615cd90cc0c2eac2b8988e1f628,2017-02-02 23:09:31,59.9,27.0,eletronicos,32.0,268.0,1.0,7900.0,60.0,10.0,60.0,1,boleto,1,86.9
5cca397d52ba2f962523520cc83db7ba,7f0aa96805d1c2d2002d0ac60c2ac139,delivered,2018-04-02 22:04:57,2018-04-02 22:35:50,2018-04-04 17:26:31,2018-04-12 19:08:35,2018-04-25,2018-04,9e4b9c100c3b0bd37d6604be7c0e9758,89280,sao bento do sul,SC,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,2018-04-10 22:35:50,79.99,18.17,beleza_saude,59.0,492.0,3.0,250.0,22.0,10.0,18.0,1,credit_card,4,98.16
8f0f01a6b1970e8f3c336a6b93b96d9c,59190bfc23eca273cebeb6968a2e43c5,delivered,2018-04-09 22:51:46,2018-04-10 22:52:33,2018-04-13 22:44:26,2018-05-04 14:32:42,2018-05-02,2018-04,110991b379efbcebb0d35cbd20bf9698,79550,costa rica,MS,1,eedc7b3fb1b94864756336d71f04efd8,4c18691b6037662be2df78a765d98ab5,2018-04-16 22:52:33,6.8,19.32,construcao_ferramentas_ferramentas,45.0,92.0,2.0,100.0,22.0,5.0,17.0,1,voucher,1,26.12
499a762fa72fde835e39b03db3b95cbf,06749557ec7c0ecb61210bbc6c14ae1d,delivered,2018-08-25 18:37:04,2018-08-25 18:50:10,2018-08-27 14:55:00,2018-08-29 22:41:24,2018-08-30,2018-08,e789229d0a0779b7d9ad57d4a926ee2d,5412,sao paulo,SP,1,dac106d9436467c9e5ba3767d1c5aa01,7e3f87d16fb353f408d467e74fbd8014,2018-08-28 18:50:10,31.0,8.97,informatica_acessorios,58.0,227.0,7.0,950.0,18.0,4.0,15.0,1,credit_card,2,39.97
e5cb8cec63271f7ad2569b86e2eae45e,b31eaa661afe014345c3f985657e7743,delivered,2017-05-23 15:27:58,2017-05-23 15:43:27,2017-05-24 09:28:20,2017-05-27 16:52:56,2017-06-12,2017-05,f1a2a1327440c4f5c0b364e1144c6d90,5303,sao paulo,SP,1,cec09725da5ed01471d9a505e7389d37,4d6d651bd7684af3fffabd5f08d12e5a,2017-05-29 15:43:27,69.9,11.99,esporte_lazer,52.0,1197.0,1.0,2500.0,20.0,11.0,11.0,1,credit_card,1,81.89
542a75015e9fb10f090ea35b36cb470d,f2dcf5cfd4494eb8a92205e95ac2b3ff,delivered,2018-03-26 08:51:40,2018-03-26 09:07:24,2018-03-27 20:10:49,2018-04-19 01:22:07,2018-04-19,2018-03,9eacbc4f4cf8272583b28dbca59e683b,94195,gravatai,RS,1,b477918b815e37390bf265cc4a2c1441,f35b3c613c4f7b2275f4185d0a3c59ec,2018-03-30 09:07:24,550.0,19.82,esporte_lazer,48.0,265.0,3.0,825.0,47.0,12.0,29.0,1,credit_card,6,569.82
8a2a5c9ec8db9fd57f3af20fb4fa32af,b2e849e5734ddf100d55ad8852646170,delivered,2018-04-17 15:52:46,2018-04-17 16:30:27,2018-04-19 18:48:33,2018-04-25 01:37:33,2018-05-10,2018-04,e93b97f0c78dcf82ce8c3232b8726375,13360,capivari,SP,1,d011223de539cd224b5c5c8082313d46,1025f0e2d44d7041d6cf58b6550e0bfa,2018-04-23 16:30:27,196.8,17.01,moveis_decoracao,50.0,676.0,2.0,2125.0,28.0,27.0,33.0,1,credit_card,4,213.81
1f640ae3c57af032c880e2814a991e34,babed1605e2a7a9f20d4038f6d527ed5,delivered,2017-10-17 09:54:42,2017-10-18 10:04:56,2017-10-19 00:24:57,2017-10-25 20:23:07,2017-11-14,2017-10,c199fe993b9572597831faec50e92a0d,78280,mirassol d'oeste,MT,1,8368aba9a583e38eb9db42881c92c473,7e93a43ef30c4f03f38b393420bc753a,2017-10-24 10:04:56,859.0,22.45,relogios_presentes,33.0,676.0,3.0,500.0,23.0,15.0,19.0,1,credit_card,8,881.45
1e023f96b2ab8ba32db4efacb8df5249,c316d9222671b33a8b0d8c6a3a39ae3d,delivered,2017-11-10 13:49:38,2017-11-10 14:07:17,2017-11-14 21:56:58,2017-11-22 19:24:31,2017-12-05,2017-11,b9bbb72cb245f7e4b6af34b034fbf697,37945,sao jose da barra,MG,1,0082684bb4a60a862baaf7a60a5845ed,c0f783394e37cd9c9d7f5f81141450fa,2017-11-17 14:07:17,39.9,15.1,unknown,51.0,595.0,1.0,500.0,24.0,4.0,15.0,1,credit_card,3,55.0
5e7d51bfc94acb16cfcc272c581f85cc,2c951b08affead243b4c87bf6a273d79,delivered,2017-10-29 16:34:00,2017-10-29 17:06:08,2017-10-31 17:06:39,2017-11-03 21:37:46,2017-11-13,2017-10,a66ed4dcf8e91dfead11ddd7f7bf517a,13142,paulinia,SP,1,c23381297fa734ea441a15d723199fb5,9646c3513289980f17226a2fc4720dbd,2017-11-06 17:06:08,28.0,8.27,informatica_acessorios,60.0,789.0,4.0,200.0,20.0,20.0,20.0,1,credit_card,1,36.27
5fd03333c4c020a7eff08e6ef26ef8cf,6a81e067c92bf11135c074c637f12ad2,delivered,2017-10-10 10:49:17,2017-10-10 11:06:16,2017-10-16 19:57:28,2017-10-25 23:07:47,2017-10-30,2017-10,739283599a6b3eee618b32951add63f3,22775,rio de janeiro,RJ,1,329c661807f085964b1877bfeca6ff73,391fc6631aebcf3004804e51b40bcf1e,2017-10-17 12:06:16,189.45,26.17,moveis_decoracao,61.0,157.0,9.0,3250.0,41.0,15.0,25.0,1,credit_card,4,215.62
b5ae10bf67afb6e14718789096f22787,f69cf4381400f65b36639b8e1c11092a,delivered,2018-08-12 19:28:01,2018-08-12 19:45:23,2018-08-13 12:17:00,2018-08-16 23:21:14,2018-08-22,2018-08,49e30036e0a9b1d35c61e3095d05e263,36037,juiz de fora,MG,1,0546131238f7e9d6b5c24dbb5d8e3133,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-08-14 19:45:23,1045.0,30.12,beleza_saude,60.0,3200.0,4.0,1450.0,34.0,6.0,24.0,1,credit_card,10,1075.12
5697c84d8f3e63f51bebf917fa2b72cf,d8cf9aaa20e7204f0606dbeeca4f88ad,delivered,2018-04-07 22:57:59,2018-04-07 23:10:18,2018-04-10 17:11:22,2018-04-13 18:12:34,2018-05-02,2018-04,f665885a918a283d25910db7e8cf94e3,6315,carapicuiba,SP,2,d04e48982547095af81c231c3d581cb6,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-11 23:10:18,239.0,14.11,relogios_presentes,56.0,528.0,2.0,292.0,18.0,10.0,15.0,1,credit_card,3,506.22
9ea9ccc5a9e82d1226f860d5b191e77b,962448d9b81d2848fd389dd7ca4b55ee,delivered,2018-01-22 23:34:32,2018-01-22 23:53:05,2018-01-27 19:17:39,2018-01-31 16:27:55,2018-02-06,2018-01,06cc851a9019233fc99c7e63cc22937c,6060,osasco,SP,1,457cd0a99cfa977993e4eb6d98d95abb,ea8482cd71df3c1969d7b9473ff13abc,2018-01-28 23:53:05,29.99,7.78,telefonia,59.0,777.0,6.0,350.0,17.0,4.0,12.0,1,credit_card,1,37.77
918e041f64288443edad8152f66ea031,f7d40cb36f4e11b1c99b85ca8bf742f8,delivered,2018-05-17 18:58:14,2018-05-18 00:55:10,2018-05-21 09:08:00,2018-05-29 16:16:41,2018-06-07,2018-05,4e29c01c1828b6e49cfb938acee69ea9,13272,valinhos,SP,1,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018-05-22 00:55:10,149.9,13.34,informatica_acessorios,48.0,894.0,1.0,533.0,22.0,11.0,20.0,1,credit_card,2,163.24
d568db372124bae10404acba43558652,dfd98d84e66b465250732382ff6a5d34,delivered,2017-09-03 11:20:06,2017-09-03 11:30:13,2017-09-04 19:09:11,2017-09-11 17:09:06,2017-09-26,2017-09,64827a379b63b1a5b42041139b44ff5e,37490,sao goncalo do sapucai,MG,1,72172e982e8b92155069e4201c92c0bb,e9779976487b77c6d4ac45f75ec7afe9,2017-09-08 11:30:13,37.49,15.1,esporte_lazer,60.0,3847.0,5.0,200.0,28.0,10.0,13.0,1,credit_card,2,52.59
f325a745f44598592ea78a6e64b589b4,59077d5c620a379906c1130b4cb666ae,delivered,2017-11-09 15:24:14,2017-11-09 15:35:33,2017-11-10 20:28:27,2017-11-21 21:07:57,2017-12-08,2017-11,4a0e1963153df245b88a3efdc56afe97,89130,indaial,SC,1,52e1126012d5713a3e7c701308355457,b4ffb71f0cb1b1c3d63fad021ecf93e1,2017-11-20 15:35:33,19.55,15.1,automotivo,56.0,98.0,1.0,250.0,30.0,10.0,18.0,1,credit_card,1,34.65
cc86a65e920aceb9fe3bbe49bab2bd52,23fa7a1513fdc2b37c2b1ebd9e1db2da,delivered,2017-11-24 11:34:37,2017-11-25 04:17:35,2017-11-27 19:09:01,2017-12-02 18:56:40,2017-12-19,2017-11,d615b9ec562cef52513c9af50daed0c4,16204,birigui,SP,1,d37c7b44350fea9327f32f3e603f682b,0241d4d5d36f10f80c644447315af0bd,2017-11-30 04:17:35,29.9,16.11,moveis_decoracao,53.0,187.0,1.0,900.0,40.0,2.0,30.0,1,boleto,1,46.01
5c2fda0256232c4a55199261747fa68a,1b4561197d2ab1ddbce1ed27f3aaf25a,delivered,2018-05-20 22:09:05,2018-05-20 22:30:17,2018-05-23 13:01:00,2018-05-25 16:04:17,2018-05-30,2018-05,bd30658892fbc448a13aaf26bd4d71ee,18021,sorocaba,SP,1,fc1d8637c0268af3db482c14b7ef8e75,da8622b14eb17ae2831f4ac5b9dab84a,2018-05-23 22:30:17,139.9,12.07,cama_mesa_banho,60.0,269.0,1.0,1700.0,34.0,7.0,32.0,1,credit_card,6,151.97
fc174f22ce400b79551344335ef7d9d9,fe679f0292f2cd782061136e45b47500,delivered,2018-08-04 12:04:39,2018-08-04 12:15:22,2018-08-10 12:41:00,2018-08-15 17:11:58,2018-08-29,2018-08,7d4237ca3e15d16434f782badc94e724,95040,caxias do sul,RS,1,f27aff266ad97e75d4a24c893b2c311e,f62d7bb4a613ec758a03342d46b580b2,2018-08-10 12:15:22,795.0,89.34,eletrodomesticos_2,55.0,1345.0,6.0,8850.0,45.0,33.0,35.0,1,credit_card,10,884.34
db7b88e881d8890d4ea491444d0e43ed,ee03d69257bc84a3ebe06a1255e62b49,delivered,2018-03-29 17:02:55,2018-03-29 17:15:13,2018-04-02 16:43:34,2018-04-06 20:26:41,2018-04-17,2018-03,baecdd126aa539b19fa13809d307d168,15801,catanduva,SP,1,fa381a4a9af65ea5fc8f3829214045f9,70eea00b476a314817cefde4aad4f89a,2018-04-04 17:15:13,269.9,18.57,esporte_lazer,60.0,1351.0,7.0,3050.0,62.0,10.0,22.0,1,credit_card,4,288.47
45b8bb0bfeacbf5aebe4c3f5cbcd2b06,0734e8ed607954bb0d89e1d9435cec68,delivered,2017-03-13 23:46:04,2017-03-13 23:46:04,2017-03-14 10:22:22,2017-03-16 10:34:23,2017-04-03,2017-03,d1f6133b9a20c8f5d401f476b7706c61,31140,belo horizonte,MG,1,c0c5899d3df29722ba3f12be79dfeb10,4e17c65a516f69d023a2ae78b84f28d6,2017-03-19 23:46:04,59.0,14.58,moveis_decoracao,39.0,453.0,1.0,283.0,19.0,12.0,14.0,1,credit_card,1,73.58
dbeb15c52e114604b6f96141f354fbc6,6384c5c7527d8e7ddfc4d59b59868c40,delivered,2017-09-17 09:42:42,2017-09-17 09:55:15,2017-09-25 18:02:42,2017-10-20 21:03:18,2017-10-13,2017-09,9f0bce63382637ac584e0f8898ffab47,59900,pau dos ferros,RN,1,43423cdffde7fda63d0414ed38c11a73,b1fc4f64df5a0e8b6913ab38803c57a9,2017-09-21 09:55:15,55.0,34.19,relogios_presentes,41.0,1159.0,4.0,350.0,16.0,14.0,11.0,1,credit_card,4,89.19
225e39ca6a487e0cdd5c97dfc57c92ff,577701d3d24a554e38b47d391b1c418e,delivered,2017-12-16 21:03:22,2017-12-19 17:16:19,2017-12-20 14:15:00,2017-12-22 23:23:30,2018-01-05,2017-12,14ff354fb345f1801c04a61e7a357675,3732,sao paulo,SP,1,5c692818d313aa12864b48ac0c2472c2,6560211a19b47992c3666cc44a7e94c0,2017-12-26 17:16:19,29.0,1.94,relogios_presentes,56.0,167.0,3.0,200.0,16.0,2.0,11.0,1,boleto,1,119.34
c764b50847f8a6b31dd92151b3680d94,ece53d01d909f624beff12b089724fcc,delivered,2018-04-10 22:18:19,2018-04-10 22:35:22,2018-04-11 22:38:37,2018-04-17 20:54:33,2018-05-03,2018-04,0e4d8b4ba52032a53ca6e81adabbcb9f,12120,tremembe,SP,1,583f158587cdecda3e8bdea694021e39,955fee9216a65b617aa5c0531780ce60,2018-04-16 22:31:18,45.0,13.71,esporte_lazer,57.0,1042.0,7.0,800.0,42.0,8.0,26.0,1,credit_card,1,58.71
33e5224f58fe2ca5d11f07b36f3fb6ec,91e9379e373698c0a78d1be3ad7b2a4c,delivered,2018-01-15 11:27:28,2018-01-15 11:50:27,2018-01-17 00:35:19,2018-01-29 20:32:31,2018-02-20,2018-01,d3812cb687a600c83ae45552cf81321b,36046,juiz de fora,MG,1,a77453f011b20e66aec0d64f59106fbf,7178f9f4dd81dcef02f62acdf8151e01,2018-01-24 11:50:27,79.9,17.0,informatica_acessorios,21.0,663.0,2.0,100.0,16.0,16.0,11.0,1,credit_card,1,96.9
3aa23de969cd056c809332fb45ca17fd,590bc48cf0123e62d60cd1102d4c599f,delivered,2018-08-09 19:56:04,2018-08-09 20:05:14,2018-08-10 15:50:00,2018-08-15 21:32:42,2018-08-28,2018-08,b871ca8d7294f56a642da903e76f22de,81230,curitiba,PR,1,3e5201fe0d1ba474d9b90152c83c706c,8160255418d5aaa7dbdc9f4c64ebda44,2018-08-13 20:05:14,125.9,23.68,cama_mesa_banho,56.0,255.0,1.0,1800.0,30.0,5.0,30.0,1,credit_card,8,149.58
8938715999abb88950de2d1aa4b8f74d,19ae64aeb72ed9ce72ddd15b080bcba9,delivered,2018-04-30 12:15:00,2018-04-30 12:32:32,2018-04-30 14:26:00,2018-05-03 17:12:04,2018-05-14,2018-04,a6a0c904d529993ad1b94441eb5dfce7,8544,ferraz de vasconcelos,SP,2,16679d68bdbed3fb97af806424d7f2b7,9b013e03b2ab786505a1d3b5c0756754,2018-05-07 12:31:35,29.0,7.87,beleza_saude,60.0,2936.0,1.0,83.0,19.0,15.0,18.0,1,credit_card,2,73.74
531a74ff9a6617b0cae88c4b67646988,177a576c3346d73fa4b179ee92d61dbd,delivered,2018-02-03 09:19:06,2018-02-03 09:30:19,2018-02-06 18:28:54,2018-02-19 15:33:49,2018-03-05,2018-02,0b4c8216356414f6b079d5cb85bad4aa,38408,uberlandia,MG,1,a0b7d5a992ccda646f2d34e418fff5a0,95f83f51203c626648c875dd41874c7f,2018-02-08 09:30:19,69.9,14.6,moveis_decoracao,45.0,67.0,2.0,12300.0,40.0,40.0,40.0,1,credit_card,10,178.61
1854a6f99182e2eb617259d3336b7e70,c0938cd0745a2eab0fb613b66f288ba2,delivered,2018-06-02 17:13:12,2018-06-02 20:12:23,2018-06-19 09:28:00,2018-06-28 19:56:24,2018-07-26,2018-06,8b02658bdec2b153ac745e0a562bf44a,94451,viamao,RS,1,58493ca240e8c701678576a04c2d6336,0ed6ce5d87fd9c69eaacaeb778d67235,2018-06-18 20:12:23,19.9,15.23,eletronicos,52.0,537.0,1.0,200.0,21.0,7.0,14.0,1,credit_card,1,35.13
9d8ad56c218b4b9bd6ece578c91c2321,5da5779c14e22cdcfed01160d6165476,delivered,2018-07-20 22:25:11,2018-07-20 22:43:53,2018-07-25 12:08:00,2018-07-26 14:46:36,2018-08-02,2018-07,98d64cb8cf9878369a43bde681e16463,2232,sao paulo,SP,1,e6326d48c2537adda078aedd30909982,8f119a0aee85c0c8fc534629734e94fd,2018-07-26 22:43:53,22.0,7.41,eletroportateis,55.0,837.0,1.0,150.0,21.0,9.0,14.0,1,credit_card,1,29.41
75ad912f0b81298161aeabd41c9ee843,8bcd44b6828a0fcfb459b14f5c4a6ece,delivered,2017-09-14 00:41:21,2017-09-14 00:55:12,2017-09-22 17:48:00,2017-09-25 15:26:17,2017-09-26,2017-09,b5251e6658d4006fd7665a561a085855,7856,franco da rocha,SP,1,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,2017-09-20 00:55:12,109.99,27.21,bebes,36.0,1058.0,1.0,14950.0,77.0,20.0,53.0,1,credit_card,1,137.2
20a1537691864a0ec56e69c40ec2ae95,f73600d04bdd11ef1d6f4b53165b2f00,delivered,2018-05-11 16:33:12,2018-05-11 16:59:54,2018-05-14 15:26:00,2018-05-24 21:12:48,2018-06-04,2018-05,8d105f250341cd9538f795c71d94adfd,29163,serra,ES,1,b69eb25e3a4def8e9cddee18712e0c5e,8ed8ea9a57c862f2c18c2fe41f601d56,2018-05-15 16:59:54,199.0,44.62,cool_stuff,59.0,993.0,5.0,7750.0,34.0,33.0,33.0,1,credit_card,2,243.62
